date;heure;GEN;GON;A1;RUR-SE;RN6;RAMBO;RUR_S;BOB;PA04C;VITRY;AUT;RUR_N;BP_EST
09/12/2016;11;39;40;50;20;47;18;13;32;41;31;24;37;47
09/12/2016;12;33;37;53;16;25;14;12;32;36;30;27;42;45
09/12/2016;13;35;35;51;13;26;19;10;33;41;29;31;41;41
09/12/2016;14;37;26;44;13;25;15;15;30;40;22;38;41;41
09/12/2016;15;34;31;54;13;27;13;12;27;36;22;30;36;39
09/12/2016;16;32;29;37;13;30;19;11;25;32;28;30;35;34
09/12/2016;17;22;33;54;18;38;17;15;32;31;33;26;37;46
09/12/2016;18;27;35;40;15;35;20;12;26;34;24;21;35;34
09/12/2016;19;35;39;44;15;45;21;22;33;35;27;26;31;47
09/12/2016;20;37;38;46;13;39;25;21;35;37;36;30;35;43
09/12/2016;21;35;46;50;35;34;16;25;27;41;38;25;33;51
09/12/2016;22;37;43;49;33;42;21;23;34;45;36;25;34;46
09/12/2016;23;36;46;48;36;44;14;23;35;46;37;25;37;51
09/12/2016;24;35;40;44;41;43;22;18;37;46;36;26;40;54
10/12/2016;1;33;41;48;34;44;21;20;35;42;38;22;37;49
10/12/2016;2;24;35;48;32;39;21;22;33;39;34;29;29;45
10/12/2016;3;29;32;47;34;38;20;19;36;42;34;27;39;46
10/12/2016;4;31;29;44;28;44;20;15;29;41;31;25;39;40
10/12/2016;5;24;33;47;25;38;21;19;28;40;33;27;33;39
10/12/2016;6;26;33;39;23;40;20;19;31;37;28;28;32;43
10/12/2016;7;30;32;51;23;38;16;23;29;36;27;34;34;42
10/12/2016;8;32;34;49;20;32;15;20;29;36;32;24;34;41
10/12/2016;9;26;36;37;20;32;5;21;32;33;24;28;34;41
10/12/2016;10;25;35;42;19;24;10;15;26;27;16;25;34;34
10/12/2016;11;28;41;42;13;20;9;7;27;26;23;22;38;35
10/12/2016;12;29;28;43;12;21;5;10;24;31;23;20;50;38
10/12/2016;13;30;34;48;12;21;6;10;27;29;23;22;44;35
10/12/2016;14;30;38;39;14;19;6;8;27;29;24;17;39;37
10/12/2016;15;28;40;47;10;18;14;6;30;26;21;21;36;38
10/12/2016;16;27;36;44;11;21;9;11;26;28;18;21;38;38
10/12/2016;17;24;33;38;10;20;7;14;24;34;22;23;35;37
10/12/2016;18;23;31;40;14;23;10;11;22;30;15;18;27;38
10/12/2016;19;27;28;33;14;27;12;37;23;27;19;21;26;35
10/12/2016;20;27;29;36;22;19;9;8;21;25;14;27;20;34
10/12/2016;21;27;28;35;26;29;13;10;21;28;18;24;20;33
10/12/2016;22;24;27;37;19;22;13;14;19;29;22;24;29;31
10/12/2016;23;18;25;39;17;31;14;23;21;26;23;20;28;35
10/12/2016;24;19;26;38;17;33;21;21;23;29;20;20;25;36
11/12/2016;1;19;23;27;23;31;19;23;28;31;27;16;16;33
11/12/2016;2;16;23;23;28;25;25;26;22;33;22;17;10;31
11/12/2016;3;12;15;19;22;24;14;22;24;32;24;13;10;27
11/12/2016;4;12;13;19;26;32;15;23;16;22;15;13;9;28
11/12/2016;5;12;12;17;22;32;11;20;13;16;13;12;9;12
11/12/2016;6;12;11;19;24;31;9;20;10;15;11;14;6;16
11/12/2016;7;14;12;19;18;48;7;14;11;11;8;20;7;12
11/12/2016;8;10;16;19;18;52;5;11;12;8;11;12;5;18
11/12/2016;9;8;9;20;17;49;3;6;15;6;12;19;6;7
11/12/2016;10;8;16;33;23;32;1;3;10;9;9;15;5;8
11/12/2016;11;13;10;30;21;37;0;3;11;12;11;13;5;7
11/12/2016;12;11;8;29;6;32;2;3;13;11;7;14;3;9
11/12/2016;13;10;8;23;7;19;2;2;10;11;6;17;4;8
11/12/2016;14;6;8;21;9;25;4;2;10;11;4;14;6;7
11/12/2016;15;8;10;30;8;25;6;1;9;11;4;20;7;5
11/12/2016;16;11;9;37;10;25;5;3;6;12;13;28;11;11
11/12/2016;17;12;17;41;12;20;5;5;15;14;15;21;10;12
11/12/2016;18;12;21;40;13;16;5;4;21;15;18;24;14;11
11/12/2016;19;16;24;31;8;11;8;7;10;15;13;22;13;15
11/12/2016;20;23;24;38;8;16;7;6;7;17;12;24;12;20
11/12/2016;21;24;26;32;7;15;14;3;14;18;15;29;11;20
11/12/2016;22;24;28;32;4;12;12;2;10;18;12;29;17;28
11/12/2016;23;21;30;23;3;11;10;2;20;18;17;26;10;29
11/12/2016;24;21;36;17;3;8;7;1;21;19;14;15;20;24
12/12/2016;1;19;31;16;5;7;3;4;17;21;12;9;17;20
12/12/2016;2;12;25;17;5;6;2;7;14;18;10;11;10;14
12/12/2016;3;10;23;17;7;8;0;5;12;11;9;10;7;12
12/12/2016;4;13;18;22;9;10;1;7;12;12;9;14;7;10
12/12/2016;5;15;11;25;8;9;2;7;8;11;4;10;6;16
12/12/2016;6;13;9;21;9;8;0;6;4;9;3;8;7;18
12/12/2016;7;9;10;24;13;16;4;5;4;7;7;14;5;18
12/12/2016;8;11;8;15;11;12;6;10;n/d;10;11;14;5;16
12/12/2016;9;11;8;23;9;12;10;6;n/d;11;16;13;10;18
12/12/2016;10;12;13;27;6;9;8;6;n/d;14;10;15;11;21
12/12/2016;11;13;15;24;4;10;7;6;n/d;15;7;14;12;21
12/12/2016;12;14;13;25;4;13;5;7;n/d;13;10;18;12;20
12/12/2016;13;15;17;29;0;13;8;3;n/d;14;15;17;15;22
12/12/2016;14;n/d;13;29;1;11;9;3;n/d;14;8;17;15;18
12/12/2016;15;n/d;18;25;4;11;16;4;n/d;12;8;16;16;22
12/12/2016;16;12;15;20;6;14;10;5;n/d;12;11;16;13;22
12/12/2016;17;12;17;22;5;15;10;9;n/d;13;12;13;17;20
12/12/2016;18;12;12;22;6;14;9;9;n/d;14;18;10;15;20
12/12/2016;19;14;17;22;7;20;14;7;n/d;15;18;17;14;28
12/12/2016;20;16;20;27;11;22;11;14;n/d;16;21;14;16;26
12/12/2016;21;15;16;26;9;16;16;12;n/d;21;19;23;19;26
12/12/2016;22;15;16;21;11;12;15;12;n/d;20;17;20;18;25
12/12/2016;23;16;18;21;13;11;16;11;n/d;19;17;17;18;23
12/12/2016;24;17;21;19;9;9;10;11;n/d;18;15;19;16;24
13/12/2016;1;17;17;19;7;10;9;16;n/d;18;17;15;16;19
13/12/2016;2;17;17;19;6;9;14;13;n/d;17;13;13;17;17
13/12/2016;3;17;15;16;7;7;11;11;n/d;17;13;12;14;16
13/12/2016;4;16;14;28;14;8;12;9;n/d;17;12;15;14;15
13/12/2016;5;16;13;30;8;9;11;12;n/d;17;11;17;13;21
13/12/2016;6;17;12;28;11;12;12;10;n/d;16;15;20;14;25
13/12/2016;7;18;17;31;8;18;18;12;n/d;16;13;22;15;31
13/12/2016;8;19;20;27;7;18;11;9;n/d;17;19;21;16;27
13/12/2016;9;20;15;27;8;23;13;10;n/d;19;14;24;20;32
13/12/2016;10;22;20;38;13;16;12;11;n/d;20;11;19;20;29
13/12/2016;11;23;17;29;17;22;11;10;n/d;19;14;20;19;27
13/12/2016;12;24;19;35;12;19;7;6;n/d;20;24;21;25;37
13/12/2016;13;22;21;24;10;25;9;7;n/d;21;16;20;19;30
13/12/2016;14;17;22;30;10;27;11;7;n/d;22;19;20;19;30
13/12/2016;15;19;22;35;13;24;17;8;n/d;21;17;21;15;35
13/12/2016;16;22;18;34;16;25;14;15;n/d;21;20;20;21;33
13/12/2016;17;19;18;34;10;34;12;16;n/d;23;17;21;29;32
13/12/2016;18;21;29;32;14;29;11;13;n/d;25;21;15;19;31
13/12/2016;19;29;30;36;15;33;15;12;n/d;25;26;23;23;29
13/12/2016;20;26;26;28;12;31;14;15;n/d;26;30;25;28;36
13/12/2016;21;24;31;37;18;26;20;18;n/d;28;26;26;31;31
13/12/2016;22;24;27;32;12;28;20;17;n/d;28;24;28;25;31
13/12/2016;23;23;25;32;12;31;14;12;n/d;27;24;29;23;29
13/12/2016;24;27;25;29;18;30;16;17;n/d;26;28;21;23;30
14/12/2016;1;29;22;34;15;25;18;18;n/d;25;29;17;22;26
14/12/2016;2;30;20;33;16;23;12;15;n/d;25;27;16;24;23
14/12/2016;3;30;19;28;16;20;14;17;n/d;24;23;21;20;23
14/12/2016;4;31;22;32;11;20;12;15;n/d;22;26;24;16;23
14/12/2016;5;27;24;33;12;30;16;12;n/d;23;21;22;18;31
14/12/2016;6;26;17;36;12;25;11;16;n/d;23;18;26;19;33
14/12/2016;7;28;17;44;10;32;12;14;n/d;20;23;25;14;40
14/12/2016;8;34;25;34;11;36;13;14;n/d;22;23;20;17;32
14/12/2016;9;36;25;25;13;35;11;14;n/d;26;22;24;15;35
14/12/2016;10;28;22;28;14;24;11;14;n/d;26;20;n/d;18;34
14/12/2016;11;25;21;36;11;30;15;17;n/d;27;19;n/d;22;28
14/12/2016;12;26;22;30;14;24;17;17;n/d;27;23;n/d;18;34
14/12/2016;13;30;20;30;13;24;18;15;n/d;n/d;23;25;17;25
14/12/2016;14;31;18;35;18;29;19;13;n/d;n/d;22;34;15;n/d
14/12/2016;15;29;23;33;18;23;23;13;n/d;29;18;25;17;n/d
14/12/2016;16;31;23;45;15;31;20;14;n/d;28;23;23;21;48
14/12/2016;17;32;24;48;12;38;20;14;n/d;28;28;23;18;44
14/12/2016;18;36;29;40;16;47;19;13;n/d;29;35;25;20;42
14/12/2016;19;39;25;28;19;53;29;20;n/d;30;34;22;20;41
14/12/2016;20;34;25;27;18;51;26;18;n/d;33;38;33;23;43
14/12/2016;21;34;24;40;17;55;17;21;n/d;36;45;30;23;50
14/12/2016;22;44;31;44;14;52;21;21;n/d;36;38;32;30;45
14/12/2016;23;48;32;48;19;43;17;25;n/d;38;50;34;27;34
14/12/2016;24;49;33;48;17;47;23;23;n/d;38;47;37;26;44
15/12/2016;1;48;28;43;23;42;20;25;n/d;41;37;32;29;42
15/12/2016;2;44;30;42;23;36;18;19;n/d;43;36;28;26;35
15/12/2016;3;42;28;38;14;33;17;19;n/d;39;34;29;24;32
15/12/2016;4;39;30;36;12;33;17;24;n/d;38;35;27;29;30
15/12/2016;5;37;28;41;22;34;24;27;n/d;37;32;27;29;43
15/12/2016;6;39;31;50;22;33;24;21;n/d;36;34;34;33;43
15/12/2016;7;41;35;53;22;43;29;23;28;35;36;32;30;49
15/12/2016;8;45;38;57;25;38;29;27;23;36;34;31;32;42
15/12/2016;9;54;35;50;19;41;32;16;32;37;33;37;30;53
15/12/2016;10;58;33;44;17;37;23;17;31;38;31;38;29;51
15/12/2016;11;44;35;43;19;37;22;23;36;39;33;40;34;51
15/12/2016;12;42;36;44;18;32;17;20;31;44;35;39;37;43
15/12/2016;13;46;31;41;20;34;19;18;28;45;33;46;40;42
15/12/2016;14;44;36;43;17;26;21;25;34;43;32;38;34;48
15/12/2016;15;41;33;40;21;30;22;27;26;37;31;39;36;40
15/12/2016;16;38;26;46;23;39;22;25;33;37;36;32;30;42
15/12/2016;17;45;35;41;20;43;21;26;44;36;33;34;29;46
15/12/2016;18;46;33;44;12;46;19;19;45;35;37;30;28;42
15/12/2016;19;40;30;47;18;48;23;21;36;39;43;33;32;44
15/12/2016;20;38;27;39;15;61;23;25;33;40;47;34;31;51
15/12/2016;21;38;27;41;16;54;26;25;32;39;38;35;28;58
15/12/2016;22;44;29;45;12;46;24;21;30;38;44;32;28;44
15/12/2016;23;44;28;42;12;38;23;21;31;37;42;34;23;45
15/12/2016;24;42;28;40;18;39;21;22;31;33;33;32;27;42
16/12/2016;1;38;26;33;12;35;19;19;27;31;24;25;23;33
16/12/2016;2;35;25;32;18;31;23;18;23;29;24;24;19;31
16/12/2016;3;31;20;29;17;22;24;20;18;26;n/d;22;18;26
16/12/2016;4;29;22;23;15;20;24;18;14;24;n/d;18;18;30
16/12/2016;5;26;20;22;12;26;23;15;15;23;21;19;16;27
16/12/2016;6;24;16;28;17;24;22;18;15;21;28;22;14;35
16/12/2016;7;26;13;33;14;32;21;19;14;21;25;25;13;34
16/12/2016;8;27;17;32;15;32;24;15;20;22;31;23;16;33
16/12/2016;9;31;23;38;15;30;23;15;20;21;23;25;18;33
16/12/2016;10;34;21;43;14;21;22;7;19;21;27;30;n/d;32
16/12/2016;11;33;22;33;16;14;22;15;16;26;20;27;n/d;31
16/12/2016;12;32;n/d;27;9;24;19;15;16;27;20;32;17;31
16/12/2016;13;32;n/d;30;11;18;21;10;14;25;24;28;16;28
16/12/2016;14;28;n/d;32;14;16;19;11;17;25;25;30;16;29
16/12/2016;15;25;n/d;32;13;21;18;11;16;22;19;31;18;36
16/12/2016;16;25;26;32;11;23;18;13;19;22;22;30;17;41
16/12/2016;17;22;18;30;13;33;21;11;20;24;21;33;16;34
16/12/2016;18;24;18;34;18;28;26;16;n/d;23;21;20;17;35
16/12/2016;19;29;18;37;13;29;52;16;23;26;16;19;16;33
16/12/2016;20;32;16;27;16;32;40;20;24;25;24;20;17;35
16/12/2016;21;27;22;30;8;43;28;15;25;26;25;24;20;35
16/12/2016;22;27;19;32;15;49;30;20;25;26;33;27;18;37
16/12/2016;23;28;25;31;12;40;40;21;28;26;38;32;33;33
16/12/2016;24;27;32;24;10;51;42;19;28;29;33;30;19;39
17/12/2016;1;27;25;31;10;43;35;21;25;32;32;35;21;35
17/12/2016;2;28;31;31;17;37;37;21;29;34;30;34;26;35
17/12/2016;3;29;21;34;17;42;24;20;28;33;28;39;17;36
17/12/2016;4;30;25;32;19;29;24;19;24;31;30;34;26;40
17/12/2016;5;30;25;30;19;31;29;19;24;30;30;37;24;39
17/12/2016;6;26;25;29;22;33;29;22;24;27;41;38;23;38
17/12/2016;7;30;29;33;19;35;31;26;23;25;40;41;22;33
17/12/2016;8;33;26;41;22;43;29;24;29;29;45;45;24;34
17/12/2016;9;33;23;34;17;43;23;23;31;34;43;46;24;43
17/12/2016;10;40;30;41;11;51;27;25;30;35;50;44;22;36
17/12/2016;11;47;35;37;15;48;24;29;26;37;41;39;24;40
17/12/2016;12;45;30;31;21;37;34;27;31;40;27;43;20;45
17/12/2016;13;36;26;35;20;41;29;30;27;43;34;50;16;44
17/12/2016;14;27;31;34;27;37;26;35;29;41;38;39;16;43
17/12/2016;15;26;22;36;21;28;33;39;27;41;38;31;20;36
17/12/2016;16;22;23;21;23;35;42;41;25;33;35;32;15;31
17/12/2016;17;20;24;24;20;34;41;36;21;28;28;28;20;28
17/12/2016;18;21;25;34;23;29;18;38;17;22;26;25;18;24
17/12/2016;19;27;28;38;26;31;11;22;25;24;24;32;27;37
17/12/2016;20;28;22;24;12;27;17;9;18;28;26;31;20;26
17/12/2016;21;23;15;27;8;25;20;9;14;29;24;28;18;31
17/12/2016;22;23;18;22;12;21;20;9;18;29;21;24;14;25
17/12/2016;23;22;14;22;13;20;18;10;14;27;20;29;11;23
17/12/2016;24;19;14;22;12;22;13;11;10;26;17;25;8;21
18/12/2016;1;20;13;16;10;23;16;8;n/d;24;15;29;10;19
18/12/2016;2;20;10;18;13;28;8;6;n/d;20;14;26;8;17
18/12/2016;3;16;9;13;7;23;7;5;9;19;n/d;21;7;10
18/12/2016;4;12;10;12;9;12;5;6;6;16;13;16;7;17
18/12/2016;5;12;11;14;14;12;3;6;8;14;11;17;4;17
18/12/2016;6;9;9;15;10;9;5;12;n/d;13;13;16;2;14
18/12/2016;7;11;9;12;6;15;6;11;10;13;11;20;4;12
18/12/2016;8;12;7;12;4;16;7;7;7;15;13;14;4;12
18/12/2016;9;10;10;14;6;25;5;4;8;15;13;21;5;18
18/12/2016;10;12;8;20;4;26;4;6;6;15;16;21;6;14
18/12/2016;11;15;10;15;4;19;5;5;7;18;13;29;4;25
18/12/2016;12;14;13;17;3;30;3;2;15;19;13;22;3;20
18/12/2016;13;14;10;21;2;29;2;3;14;18;21;24;3;23
18/12/2016;14;16;13;17;7;26;1;6;15;22;22;33;3;25
18/12/2016;15;19;14;25;8;36;5;7;13;22;17;33;3;27
18/12/2016;16;19;11;19;5;23;11;7;11;21;20;31;4;28
18/12/2016;17;15;12;27;5;38;12;9;9;22;19;33;4;26
18/12/2016;18;15;10;19;3;29;8;7;10;21;13;30;4;28
18/12/2016;19;12;12;14;4;20;16;4;8;18;15;27;6;22
18/12/2016;20;10;11;20;4;15;12;4;11;18;16;22;6;21
18/12/2016;21;12;11;22;6;21;10;6;11;19;13;24;8;21
18/12/2016;22;13;12;21;5;29;7;6;11;18;12;19;6;15
18/12/2016;23;16;10;11;5;22;4;4;14;20;15;18;n/d;21
18/12/2016;24;15;7;14;3;18;4;1;n/d;18;24;20;8;23
19/12/2016;1;16;12;12;n/d;12;7;n/d;9;18;18;20;5;18
19/12/2016;2;12;11;10;7;11;10;3;7;15;11;16;7;10
19/12/2016;3;13;10;9;4;15;8;2;14;12;9;28;7;12
19/12/2016;4;11;8;16;8;11;5;n/d;9;12;10;13;6;11
19/12/2016;5;11;8;9;7;16;6;n/d;8;15;13;16;4;15
19/12/2016;6;12;11;20;3;16;9;n/d;13;14;12;23;6;15
19/12/2016;7;16;13;20;2;15;7;n/d;12;16;11;26;11;21
19/12/2016;8;15;11;24;12;21;4;3;8;17;14;19;9;21
19/12/2016;9;15;20;19;11;23;6;6;14;17;13;22;7;20
19/12/2016;10;18;11;25;10;20;9;7;14;20;20;24;7;30
19/12/2016;11;20;18;24;9;16;12;7;15;22;15;27;7;27
19/12/2016;12;19;15;27;10;20;15;10;17;25;21;25;10;26
19/12/2016;13;18;16;24;10;17;13;14;15;26;16;24;14;24
19/12/2016;14;18;12;22;16;16;11;11;10;23;18;28;12;22
19/12/2016;15;17;16;18;12;19;8;16;8;20;11;20;10;20
19/12/2016;16;14;14;25;11;13;6;15;12;15;9;20;7;21
19/12/2016;17;14;17;18;9;13;5;10;13;15;14;16;9;22
19/12/2016;18;15;16;21;8;12;9;10;14;16;14;16;9;23
19/12/2016;19;16;18;22;5;21;11;13;14;17;16;16;12;24
19/12/2016;20;18;18;23;6;24;10;12;16;21;20;25;13;27
19/12/2016;21;17;15;21;11;21;15;10;15;23;20;19;14;29
19/12/2016;22;19;18;21;16;22;17;15;18;22;21;23;17;22
19/12/2016;23;20;18;19;17;18;14;18;18;22;19;24;17;22
19/12/2016;24;21;16;19;15;24;10;16;20;22;21;23;19;19
20/12/2016;1;18;18;16;14;19;11;20;13;21;23;15;16;21
20/12/2016;2;19;20;22;14;19;19;15;15;21;18;21;17;21
20/12/2016;3;19;19;18;14;19;15;15;20;21;22;20;16;22
20/12/2016;4;20;18;24;14;18;16;17;18;20;17;18;20;22
20/12/2016;5;22;22;29;18;19;14;18;17;20;21;19;18;26
20/12/2016;6;22;19;25;14;25;13;15;22;22;25;25;20;27
20/12/2016;7;24;21;29;19;28;16;14;22;22;26;24;18;33
20/12/2016;8;25;21;23;18;25;15;15;25;24;21;20;20;31
20/12/2016;9;25;26;25;16;29;16;14;22;25;25;28;24;29
20/12/2016;10;28;28;29;13;28;20;16;26;28;28;29;26;29
20/12/2016;11;30;27;31;17;25;16;15;27;31;32;34;23;36
20/12/2016;12;30;26;37;17;25;8;n/d;22;32;23;30;26;30
20/12/2016;13;27;26;33;14;25;13;n/d;27;29;20;27;24;26
20/12/2016;14;23;28;42;17;21;13;n/d;21;27;21;28;29;24
20/12/2016;15;18;25;33;11;21;9;15;22;26;18;26;18;20
20/12/2016;16;15;18;26;14;17;10;17;14;20;18;20;15;16
20/12/2016;17;16;16;26;10;18;11;9;14;17;15;17;11;29
20/12/2016;18;15;17;21;15;27;14;7;18;17;18;19;15;18
20/12/2016;19;15;16;26;15;20;15;10;11;17;16;21;14;13
20/12/2016;20;16;19;21;25;21;22;10;14;19;16;24;17;17
20/12/2016;21;16;16;28;18;21;19;13;15;21;18;20;15;22
20/12/2016;22;18;20;21;26;19;20;18;17;21;26;23;15;21
20/12/2016;23;20;18;22;20;18;11;25;20;23;23;21;20;24
20/12/2016;24;20;21;22;14;18;13;24;18;26;25;21;21;22
21/12/2016;1;20;23;19;24;15;16;22;18;23;22;15;21;25
21/12/2016;2;21;16;24;19;16;14;19;20;24;27;16;21;28
21/12/2016;3;20;24;22;13;14;11;17;19;24;25;16;20;22
21/12/2016;4;21;19;14;16;18;18;12;21;21;17;16;18;23
21/12/2016;5;17;22;26;16;17;13;9;21;19;14;17;15;30
21/12/2016;6;18;22;28;19;18;14;9;21;20;22;20;13;25
21/12/2016;7;19;25;26;14;25;9;16;17;21;23;23;19;29
21/12/2016;8;23;24;22;16;27;12;10;21;21;16;22;20;22
21/12/2016;9;23;25;27;19;19;18;18;22;21;17;26;18;26
21/12/2016;10;22;22;31;16;21;16;17;30;24;23;25;22;28
21/12/2016;11;23;20;37;20;22;16;12;18;23;19;25;22;25
21/12/2016;12;21;23;24;25;20;20;16;24;22;n/d;25;21;19
21/12/2016;13;19;20;26;18;19;16;12;18;21;n/d;19;14;20
21/12/2016;14;19;22;31;29;20;15;10;17;24;n/d;20;13;24
21/12/2016;15;18;22;27;15;16;17;12;20;21;n/d;19;16;26
21/12/2016;16;17;18;28;12;19;16;14;15;22;n/d;22;14;23
21/12/2016;17;19;17;25;13;20;15;11;24;26;n/d;23;15;25
21/12/2016;18;18;23;28;11;17;13;17;21;22;n/d;22;19;26
21/12/2016;19;18;22;21;14;18;14;14;22;22;n/d;21;16;27
21/12/2016;20;19;22;28;12;14;15;16;18;25;n/d;22;16;29
21/12/2016;21;21;18;35;12;13;16;12;23;25;n/d;14;17;24
21/12/2016;22;21;19;28;14;10;19;12;17;23;n/d;16;19;26
21/12/2016;23;18;18;26;14;10;12;11;20;22;n/d;20;14;26
21/12/2016;24;18;17;19;11;9;13;11;14;22;n/d;12;15;24
22/12/2016;1;17;19;8;10;14;8;12;12;19;n/d;10;10;20
22/12/2016;2;15;11;14;12;8;5;11;12;15;n/d;9;13;15
22/12/2016;3;11;13;8;10;9;3;8;8;14;n/d;7;11;14
22/12/2016;4;8;10;14;6;8;n/d;7;8;11;n/d;4;7;14
22/12/2016;5;5;10;24;9;5;n/d;4;9;9;n/d;6;5;13
22/12/2016;6;5;10;14;10;5;n/d;4;5;8;n/d;9;4;22
22/12/2016;7;3;9;12;7;8;n/d;4;4;7;n/d;7;2;21
22/12/2016;8;3;5;11;5;8;n/d;4;8;5;n/d;8;5;12
22/12/2016;9;2;4;9;7;9;n/d;3;10;6;n/d;9;4;13
22/12/2016;10;2;8;8;6;10;4;4;8;8;n/d;10;2;14
22/12/2016;11;5;11;17;5;n/d;3;n/d;18;8;n/d;18;3;11
22/12/2016;12;6;10;21;6;n/d;2;n/d;8;9;n/d;16;3;10
22/12/2016;13;7;11;20;5;n/d;4;n/d;7;10;5;17;4;5
22/12/2016;14;6;7;12;4;n/d;5;n/d;5;10;6;15;6;5
22/12/2016;15;8;6;22;3;n/d;7;3;5;9;8;24;6;3
22/12/2016;16;11;9;17;4;n/d;8;4;8;13;12;18;7;9
22/12/2016;17;12;9;21;3;n/d;10;5;6;13;13;20;9;10
22/12/2016;18;13;12;28;3;n/d;9;9;10;15;12;22;9;15
22/12/2016;19;17;16;25;2;n/d;17;9;9;16;15;27;12;12
22/12/2016;20;21;18;32;3;n/d;21;8;16;20;12;31;12;19
22/12/2016;21;25;24;37;10;n/d;23;10;14;22;18;35;7;18
22/12/2016;22;25;14;32;7;n/d;8;8;17;24;20;33;7;19
22/12/2016;23;30;11;n/d;3;n/d;5;8;23;25;23;30;6;25
22/12/2016;24;26;21;n/d;8;n/d;7;7;22;27;25;28;22;28
23/12/2016;1;19;14;23;8;n/d;9;6;17;24;17;21;9;27
23/12/2016;2;16;12;20;7;n/d;7;5;15;23;14;19;10;28
23/12/2016;3;14;14;18;4;n/d;7;4;15;20;10;12;7;30
23/12/2016;4;8;11;18;3;n/d;6;5;16;14;14;11;4;28
23/12/2016;5;10;13;16;6;n/d;6;6;20;19;8;23;6;18
23/12/2016;6;12;17;29;5;n/d;8;4;12;20;17;25;15;27
23/12/2016;7;16;16;30;5;n/d;9;4;11;20;11;17;14;22
23/12/2016;8;23;13;30;7;n/d;7;5;10;17;9;11;15;19
23/12/2016;9;18;13;27;5;n/d;6;6;9;14;8;14;13;15
23/12/2016;10;12;12;19;4;n/d;4;6;13;14;7;20;13;22
23/12/2016;11;8;11;24;4;n/d;9;7;13;14;9;17;9;22
23/12/2016;12;14;12;33;8;n/d;8;7;13;21;11;18;13;26
23/12/2016;13;19;15;30;8;17;10;5;22;23;12;16;10;25
23/12/2016;14;16;11;23;5;12;6;6;14;19;9;17;11;20
23/12/2016;15;13;10;20;4;14;5;6;11;16;8;18;8;25
23/12/2016;16;14;17;27;6;15;8;6;10;16;12;18;14;23
23/12/2016;17;13;15;24;6;11;6;6;11;16;17;13;10;20
23/12/2016;18;11;16;16;10;16;5;7;9;14;9;20;11;16
23/12/2016;19;10;10;19;9;20;8;7;12;13;16;10;6;16
23/12/2016;20;8;7;16;8;13;7;9;12;14;11;14;7;17
23/12/2016;21;7;9;21;5;11;6;6;10;12;8;12;6;11
23/12/2016;22;9;9;16;6;10;5;6;10;9;7;11;4;11
23/12/2016;23;8;14;9;7;10;5;7;7;11;7;11;6;13
23/12/2016;24;10;9;11;6;6;6;7;7;12;8;8;6;11
24/12/2016;1;10;10;12;7;4;5;8;6;11;7;4;6;9
24/12/2016;2;6;10;13;7;6;4;6;6;8;8;2;3;7
24/12/2016;3;4;5;16;6;8;2;5;5;6;7;4;3;5
24/12/2016;4;3;5;10;3;6;n/d;1;3;4;7;5;3;4
24/12/2016;5;2;3;7;n/d;1;n/d;n/d;n/d;3;4;6;1;6
24/12/2016;6;2;5;16;1;n/d;2;1;n/d;3;2;8;4;6
24/12/2016;7;3;5;14;2;5;2;2;n/d;2;6;7;4;12
24/12/2016;8;3;3;22;3;5;2;2;3;5;6;10;3;15
24/12/2016;9;3;5;23;4;9;8;2;4;7;8;18;2;10
24/12/2016;10;5;3;19;1;13;6;1;3;6;10;13;3;8
24/12/2016;11;7;6;21;0;16;n/d;3;4;6;6;14;5;8
24/12/2016;12;9;12;24;7;14;n/d;4;9;9;12;15;8;18
24/12/2016;13;9;12;20;11;13;5;8;9;11;11;15;10;16
24/12/2016;14;9;14;24;8;11;7;8;8;12;10;16;7;8
24/12/2016;15;8;10;26;4;14;6;5;6;10;10;15;7;17
24/12/2016;16;10;11;25;6;12;4;4;7;10;10;16;9;18
24/12/2016;17;9;12;23;8;11;7;5;9;10;15;14;11;9
24/12/2016;18;9;12;27;9;14;6;5;8;11;13;15;8;14
24/12/2016;19;10;13;24;10;12;6;8;8;12;10;14;7;16
24/12/2016;20;11;16;26;7;15;11;6;9;14;9;18;9;17
24/12/2016;21;13;14;18;9;13;13;4;15;13;15;16;12;19
24/12/2016;22;12;10;22;9;8;8;7;12;15;15;13;11;14
24/12/2016;23;10;16;19;8;10;13;7;10;13;15;12;12;10
24/12/2016;24;7;9;18;5;8;9;6;9;17;17;13;12;15
25/12/2016;1;9;7;15;6;9;7;6;10;14;8;14;12;13
25/12/2016;2;8;12;13;6;7;6;5;8;11;12;9;7;13
25/12/2016;3;6;11;20;8;8;10;8;8;11;13;8;6;10
25/12/2016;4;8;12;12;7;9;7;5;9;9;10;8;9;8
25/12/2016;5;8;11;16;5;5;5;7;7;8;9;8;7;8
25/12/2016;6;4;10;11;5;7;4;6;7;9;8;8;5;8
25/12/2016;7;6;11;8;10;9;5;9;9;10;10;7;6;8
25/12/2016;8;7;10;10;9;8;5;9;7;9;13;7;5;9
25/12/2016;9;7;6;9;8;4;5;8;6;9;11;9;6;8
25/12/2016;10;6;6;20;13;5;4;8;8;9;8;9;7;10
25/12/2016;11;7;9;14;11;11;7;6;10;10;11;9;6;13
25/12/2016;12;6;10;18;10;12;11;4;6;9;7;15;5;17
25/12/2016;13;7;8;15;6;9;7;6;6;10;8;13;5;12
